codigo_ocorrencia2,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
2033,53226,PTMEI,REGULAR,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,1993.0,AVIÃO,REGULAR,REDENÇÃO,JOÃO CORREA DA ROCHA,POUSO,REGULAR,NENHUM,0
2034,53227,PRFLM,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-34-200,PA34,PISTÃO,BIMOTOR,1905,1905,6.0,1972.0,AVIÃO,INSTRUÇÃO,HERCÍLIO LUZ,HERCÍLIO LUZ,TÁXI,INSTRUÇÃO,NENHUM,0
2035,53228,PRVCF,PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1979.0,AVIÃO,PARTICULAR,HERCÍLIO LUZ,HERCÍLIO LUZ,TÁXI,PRIVADA,LEVE,0
2036,53229,PRCHR,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,12020,22.0,2009.0,HELICÓPTERO,TÁXI AÉREO,CABO FRIO,CABO FRIO,SUBIDA,TÁXI AÉREO,NENHUM,0
2037,53230,PRIOF,REGULAR,AVIÃO,BOEING COMPANY,727-214,B722,JATO,TRIMOTOR,88360,88360,5.0,1979.0,AVIÃO,REGULAR,CAMPO GRANDE,SANTA GENOVEVA/GOIÂNIA,DECOLAGEM,REGULAR,NENHUM,0
2038,53231,PTGIG,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1976.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
2039,53232,PPKDZ,,AVIÃO,AMERICAN CHAMPION,8KCAB,BL8,PISTÃO,MONOMOTOR,816,816,2.0,1997.0,AVIÃO,INSTRUÇÃO,TIETÊ,TIETÊ,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,SUBSTANCIAL,0
2040,53233,PRYZW,,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1999.0,AVIÃO,PARTICULAR,PORTO NACIONAL,BRIGADEIRO LYSIAS RODRIGUES,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
2041,53234,PUEVO,EXPERIMENTAL,ULTRALEVE,INPAER INDUSTRIA PAULISTA E AERONÁUTICA,CONQUEST 180LS,ZZZZ,PISTÃO,MONOMOTOR,600,600,2.0,2012.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,PRIVADA,LEVE,0
2042,53235,PUMON,EXPERIMENTAL,ULTRALEVE,AVENOR AUGUSTO MONTANDON,EXCEL CARGO,ULAC,PISTÃO,MONOMOTOR,750,750,2.0,2010.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
2043,53236,PUJBI,EXPERIMENTAL,ULTRALEVE,,CONQUEST 160,ULAC,PISTÃO,MONOMOTOR,650,650,2.0,2005.0,ULTRALEVE,EXPERIMENTAL,QUIRINÓPOLIS,QUIRINÓPOLIS,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0
2044,53237,PUFOZ,EXPERIMENTAL,ULTRALEVE,,FOZ 400,ULAC,PISTÃO,MONOMOTOR,425,425,2.0,2006.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,PRIVADA,SUBSTANCIAL,1
2045,53238,PPEMH,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,1998.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,CEL PM CÍCERO DANTAS DOS SANTOS,FORA DE AERODROMO,PAIRADO,POLICIAL,LEVE,0
2046,53239,PPASA,PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,1088,4.0,2004.0,HELICÓPTERO,PARTICULAR,HELICIDADE,HELICIDADE,CRUZEIRO,PRIVADA,NENHUM,0
2047,53240,PTVBI,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1986.0,AVIÃO,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,MÁRIO DE ALMEIDA FRANCO,POUSO,PRIVADA,NENHUM,0
2048,53241,PTVJC,INSTRUÇÃO,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2047,2047,6.0,1988.0,AVIÃO,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,AEROPORTO ESTADUAL DE JUNDIAÍ,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
2049,53247,PROCH,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,78000,78000,172.0,2015.0,AVIÃO,REGULAR,PINTO MARTINS,GOVERNADOR ANDRÉ FRANCO MONTORO,SUBIDA,REGULAR,NENHUM,0
2050,53248,PRAXH,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2012.0,AVIÃO,REGULAR,PINTO MARTINS,MARECHAL CUNHA MACHADO,DECOLAGEM,REGULAR,LEVE,0
2051,53254,PRPTN,,AVIÃO,PIPER AIRCRAFT,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1315,1.0,1966.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,0
2052,53255,PTCND,,AVIÃO,CESSNA AIRCRAFT,182J,C182,PISTÃO,MONOMOTOR,1270,1270,4.0,1976.0,AVIÃO,PARTICULAR,NOVO PROGRESSO,FORA DE AERODROMO,INDETERMINADA,PRIVADA,DESTRUÍDA,1
2053,53256,PRRLD,,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1633,1633,5.0,2013.0,AVIÃO,PARTICULAR,GERALDO GUIAS DE AQUINO,GERALDO GUIAS DE AQUINO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
2054,53257,PTWLE,,AVIÃO,MAULE AIRCRAFT,M-6-235,M6,PISTÃO,MONOMOTOR,1134,1134,4.0,1990.0,AVIÃO,PARTICULAR,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,EDUARDO GOMES,POUSO,PRIVADA,SUBSTANCIAL,0
2055,53258,PPXGQ,EXPERIMENTAL,AVIÃO,,AC-12,ZZZZ,PISTÃO,MONOMOTOR,760,760,2.0,2005.0,AVIÃO,EXPERIMENTAL,MONTENEGRO,MONTENEGRO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
2056,53259,PUBIK,EXPERIMENTAL,ULTRALEVE,ESC RIB PRET DE PIL VEIC AUTOPROPULSADO,Bravo 700,ULAC,PISTÃO,MONOMOTOR,550,550,2.0,2011.0,ULTRALEVE,EXPERIMENTAL,PIRASSUNUNGA,FORA DE AERODROMO,CRUZEIRO,PRIVADA,DESTRUÍDA,1
2057,53260,PPZJG,EXPERIMENTAL,AVIÃO,ROBERTO VENICIO LIMA DANTAS,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1224,1224,4.0,2010.0,AVIÃO,EXPERIMENTAL,JOÃO MONTEIRO,BOTELHO,SUBIDA,PRIVADA,SUBSTANCIAL,0
2058,53261,PTAOM,,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,,2014.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0
2059,53262,PRPOL,,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2012.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,ZUMBI DOS PALMARES,ZUMBI DOS PALMARES,ARREMETIDA NO AR,POLICIAL,SUBSTANCIAL,0
2060,53263,PRTFT,,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,TURBOÉLICE,SEM TRAÇÃO,2073,2073,6.0,1978.0,AVIÃO,PARTICULAR,URUAÇU,AERÓDROMO NACIONAL DE AVIAÇÃO,POUSO,PRIVADA,SUBSTANCIAL,0
2061,53264,PTRKA,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1315,4.0,1981.0,AVIÃO,PARTICULAR,FORMOSA,FORMOSA,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
2062,53265,PTKVW,,AVIÃO,CESSNA AIRCRAFT,U206F,C206,PISTÃO,MONOMOTOR,1633,1633,6.0,1975.0,AVIÃO,TÁXI AÉREO,PEDRA PRETA,LAGO VERDE,POUSO,TÁXI AÉREO,SUBSTANCIAL,0
2063,53266,PTENM,,AVIÃO,EMBRAER,EMB-820C CARAJA,PAT4,TURBOÉLICE,BIMOTOR,3629,3629,10.0,1990.0,AVIÃO,TÁXI AÉREO,ESTÂNCIA CAIMAN,CAMPO GRANDE,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0
2064,53267,PRORA,,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1975.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,SÃO FÉLIX DO XINGU,INDETERMINADA,PRIVADA,SUBSTANCIAL,0
2065,53268,PTBDY,,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1986.0,AVIÃO,PARTICULAR,CARLOS PRATES,VIÇOSA,POUSO,PRIVADA,SUBSTANCIAL,0
2066,53269,PTVYV,,AVIÃO,EMBRAER,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2013.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
2067,53270,PRATN,,AVIÃO,CESSNA AIRCRAFT,172RG,C72R,PISTÃO,MONOMOTOR,1202,1202,4.0,1981.0,AVIÃO,PARTICULAR,PRIMAVERA DO LESTE,PRESIDENTE JUSCELINO KUBITSCHEK,CRUZEIRO,PRIVADA,NENHUM,0
2068,53271,PTNXN,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1315,4.0,1980.0,AVIÃO,PARTICULAR,IJUÍ,ROSADA,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
2069,53272,PTZBC,EXPERIMENTAL,AVIÃO,JOAO BATISTA COUTINHO JUNIOR,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1224,1224,4.0,2010.0,AVIÃO,EXPERIMENTAL,JOÃO MONTEIRO,JOÃO MONTEIRO,CRUZEIRO,PRIVADA,NENHUM,0
2070,53273,PRPDB,,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2012.0,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,VITÓRIA DA CONQUISTA,SUBIDA,REGULAR,NENHUM,0
2071,53274,PRPDK,,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,1999.0,AVIÃO,REGULAR,ADALBERTO MENDES DA SILVA,GOVERNADOR ANDRÉ FRANCO MONTORO,DESCIDA,REGULAR,LEVE,0
2072,53275,PRGGG,,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,197.0,2009.0,AVIÃO,REGULAR,MARECHAL CUNHA MACHADO,PINTO MARTINS,DECOLAGEM,REGULAR,LEVE,0
2073,53276,PRFNH,PARTICULAR,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1633,1633,6.0,1983.0,AVIÃO,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,EMBAIXADOR WALTHER MOREIRA SALLES,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0
2074,53277,PRFBH,PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2495,2495,6.0,2003.0,AVIÃO,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,DECOLAGEM,PRIVADA,NENHUM,0
2075,53278,PRSAO,INSTRUÇÃO,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,DV20,PISTÃO,MONOMOTOR,800,800,2.0,2012.0,AVIÃO,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,TÁXI,INSTRUÇÃO,NENHUM,0
2076,53279,PRATM,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,172RG,C72R,PISTÃO,MONOMOTOR,1202,1202,4.0,1981.0,AVIÃO,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,CORONEL ALTINO MACHADO,POUSO,PRIVADA,SUBSTANCIAL,0
2077,53280,PTKHA,ADMINISTRAÇÃO DIRETA,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1974.0,AVIÃO,ADMINISTRAÇÃO DIRETA,CAPÃO DA CANOA,SALGADO FILHO,CORRIDA APÓS POUSO,POLICIAL,LEVE,0
2078,53281,PRFAC,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,510,C510,JATO,BIMOTOR,3921,3921,6.0,2008.0,AVIÃO,PARTICULAR,AEROPORTO ESTADUAL DE JUNDIAÍ,PROFESSOR ERIBERTO MANOEL REINO,SUBIDA,PRIVADA,LEVE,0
2079,53282,PUBTB,EXPERIMENTAL,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,RV-9 A,ULAC,PISTÃO,MONOMOTOR,750,750,2.0,2008.0,ULTRALEVE,EXPERIMENTAL,GUARARAPES - GILBERTO FREYRE,GUARARAPES - GILBERTO FREYRE,POUSO,PRIVADA,LEVE,0
2080,53283,PRTTK,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,18600,18600,52.0,1996.0,AVIÃO,REGULAR,CARAUARI,COARI,CORRIDA APÓS POUSO,REGULAR,LEVE,0
2081,53284,PRSBF,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR20,SR20,PISTÃO,MONOMOTOR,1361,1361,4.0,2007.0,AVIÃO,PARTICULAR,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,EDUARDO GOMES,TÁXI,PRIVADA,LEVE,0
2082,53285,PTLUV,PARTICULAR,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,2268,2268,6.0,1981.0,AVIÃO,PARTICULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,VAL DE CANS / JÚLIO CEZAR RIBEIRO,POUSO,PRIVADA,NENHUM,0
2083,53286,PRSAU,INSTRUÇÃO,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,DV20,PISTÃO,MONOMOTOR,800,800,1.0,2014.0,AVIÃO,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,MANOBRA,INSTRUÇÃO,NENHUM,0
2084,53287,PRAXB,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2011.0,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,MINISTRO VICTOR KONDER,DECOLAGEM,REGULAR,NENHUM,0
2085,53288,PTLTV,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,TR182,C82R,PISTÃO,MONOMOTOR,1406,1406,4.0,1985.0,AVIÃO,PARTICULAR,DR. WALTER BECKERT,ARAPONGAS,CIRCUITO DE TRÁFEGO,PRIVADA,NENHUM,0
2086,53289,PRJRR,PARTICULAR,AVIÃO,RAYTHEON AIRCRAFT,390,PRM1,JATO,BIMOTOR,5670,5670,8.0,2003.0,AVIÃO,PARTICULAR,SAPAN,SOROCABA,CRUZEIRO,PRIVADA,LEVE,0
2087,53290,PRMPN,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-320,AT43,TURBOÉLICE,BIMOTOR,16900,16900,52.0,1986.0,AVIÃO,REGULAR,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,EDUARDO GOMES,CRUZEIRO,REGULAR,NENHUM,0
2088,53306,PRADA,,HELICÓPTERO,EUROCOPTER FRANCE,AS 355 N,AS55,TURBOEIXO,BIMOTOR,2600,2600,6.0,1998.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,TABATINGA,CRUZEIRO,TÁXI AÉREO,DESTRUÍDA,5
2089,53307,PRAVG,,AVIÃO,HAWKER BEECHCRAFT,C90GTI,BE9L,TURBOÉLICE,BIMOTOR,4581,4581,8.0,2008.0,AVIÃO,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,FAZENDA BARRANCO ALTO,DECOLAGEM,PRIVADA,DESTRUÍDA,3
2090,53308,PRSDL,,AVIÃO,BOEING COMPANY,737-3S3,B733,JATO,BIMOTOR,63276,63276,6.0,1988.0,AVIÃO,NÃO REGULAR,SENADOR PETRÔNIO PORTELLA,MARECHAL CUNHA MACHADO,POUSO,NÃO REGULAR,LEVE,0
2091,53309,PTOPO,,AVIÃO,MAULE AIRCRAFT,MXT-7-180,M7,PISTÃO,MONOMOTOR,1134,1134,4.0,1992.0,AVIÃO,PARTICULAR,FAZENDA SANTA ADA,AEROLEVE AERÓDROMO PRIVADO,CRUZEIRO,PRIVADA,NENHUM,0
2092,53310,PRTTK,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,18600,18600,52.0,1996.0,AVIÃO,REGULAR,CARAUARI,CARAUARI,POUSO,REGULAR,NENHUM,0
2093,53311,HP1729CM,REGULAR,AVIÃO,BOEING COMPANY,,,,,79010,79010,,2012.0,AVIÃO,REGULAR,TOCUMEN AEROPUERTO,VIRACOPOS,CRUZEIRO,REGULAR,NENHUM,0
2094,53312,PRAYC,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2008.0,AVIÃO,REGULAR,CONGONHAS,SALGADO FILHO,CRUZEIRO,REGULAR,NENHUM,0
2095,53313,PRBEA,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,,1979.0,AVIÃO,PARTICULAR,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,DECOLAGEM,PRIVADA,NENHUM,0
2096,53314,PRATQ,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2012.0,AVIÃO,REGULAR,VIRACOPOS,MÁRIO DE ALMEIDA FRANCO,SUBIDA,REGULAR,NENHUM,0
2097,53315,PPBPM,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,2009.0,AVIÃO,PARTICULAR,FRANK MILOYE MILENKOVICH,CAMPO DE MARTE,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
2098,53316,PRFHA,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,1542,4.0,2008.0,AVIÃO,PARTICULAR,CAMPO DE MARTE,SOROCABA,CRUZEIRO,PRIVADA,LEVE,0
2099,53317,PPXRC,EXPERIMENTAL,ULTRALEVE,,RV-7A,ULAC,PISTÃO,MONOMOTOR,725,725,2.0,2007.0,ULTRALEVE,EXPERIMENTAL,SANTOS DUMONT,SANTOS DUMONT,TÁXI,PRIVADA,NENHUM,0
2100,53318,PTNXY,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711T,P28T,PISTÃO,MONOMOTOR,1247,1247,4.0,1980.0,AVIÃO,PARTICULAR,ANÁPOLIS,BRIGADEIRO LYSIAS RODRIGUES,SUBIDA,PRIVADA,NENHUM,0
2101,53323,PRACH,,AVIÃO,PIPER AIRCRAFT,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1315,1.0,1965.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,ARAGUARI,VOO A BAIXA ALTURA,PRIVADA,SUBSTANCIAL,1
2102,53324,PTBHC,,AVIÃO,CESSNA AIRCRAFT,172A,C172,PISTÃO,MONOMOTOR,998,998,4.0,1961.0,AVIÃO,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
2103,53325,PPGKX,,AVIÃO,PIPER AIRCRAFT,PA-18,PA18,PISTÃO,MONOMOTOR,680,680,2.0,1951.0,AVIÃO,INSTRUÇÃO,NOVO HAMBURGO,NOVO HAMBURGO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
2104,53326,PTNTH,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1158,1158,4.0,1979.0,AVIÃO,INSTRUÇÃO,PROFESSOR URBANO ERNESTO STUMPF,GUARATINGUETÁ,PROCEDIMENTO DE APROXIMAÇÃO IFR,INSTRUÇÃO,LEVE,0
2105,53327,PUTNT,EXPERIMENTAL,ULTRALEVE,,RANS S-9,ULAC,PISTÃO,MONOMOTOR,308,308,1.0,1998.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,MOLITERNO DE DRACENA,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
2106,53328,PRCBM,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,EC 135T2,EC35,TURBOEIXO,BIMOTOR,2835,2835,7.0,2005.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,BASE RESGATE,FORA DE AERODROMO,MANOBRA,POLICIAL,LEVE,0
2107,53330,PRAYM,,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2010.0,AVIÃO,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,VIRACOPOS,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
2108,53331,PTYDY,,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1451,1451,5.0,1998.0,HELICÓPTERO,PARTICULAR,UBÁ,HELICENTRO BH,CRUZEIRO,PRIVADA,DESTRUÍDA,3
2109,53332,PRSTJ,,AVIÃO,ISRAEL AIRCRAFT,1124A,WW24,JATO,BIMOTOR,10660,10660,8.0,1980.0,AVIÃO,PARTICULAR,GUARARAPES - GILBERTO FREYRE,VIRACOPOS,TÁXI,PRIVADA,SUBSTANCIAL,0
2110,53333,PPTZV,,AVIÃO,AMERICAN CHAMPION,8KCAB,BL8,PISTÃO,MONOMOTOR,816,816,2.0,1997.0,AVIÃO,INSTRUÇÃO,BAURU,PEDRO MORGANTI,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
2111,53339,PROLA,,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1975.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
2112,53340,PREES,,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,BK117 C-2,EC45,TURBOEIXO,BIMOTOR,3585,3585,9.0,2013.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,PINTO MARTINS,FORA DE AERODROMO,PAIRADO,POLICIAL,NENHUM,0
2113,53341,PTZPD,EXPERIMENTAL,,,,,,SEM TRAÇÃO,0,0,0.0,,,EXPERIMENTAL,AGUINALDO PEREIRA LIMA,AGUINALDO PEREIRA LIMA,INDETERMINADA,PRIVADA,SUBSTANCIAL,1
2114,53342,PUMAQ,EXPERIMENTAL,ULTRALEVE,INPAER INDUSTRIA PAULISTA E AERONÁUTICA,CONQUEST 180 LSA,ULAC,PISTÃO,MONOMOTOR,600,600,0.0,,ULTRALEVE,EXPERIMENTAL,BACACHERI,SÍLVIO NAME JÚNIOR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
2115,53343,PUTJF,EXPERIMENTAL,ULTRALEVE,TACILLO JACOB FROHLICH,D3,ULAC,PISTÃO,MONOMOTOR,579,579,2.0,2003.0,ULTRALEVE,EXPERIMENTAL,CARLOS RUHL,CARLOS RUHL,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
2116,53344,PPEPV,ADMINISTRAÇÃO DIRETA,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,2000.0,AVIÃO,ADMINISTRAÇÃO DIRETA,ALTAMIRA,VAL DE CANS / JÚLIO CEZAR RIBEIRO,CRUZEIRO,PRIVADA,NENHUM,0
2117,53345,PTITT,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-31,PA31,PISTÃO,BIMOTOR,2948,2948,8.0,1973.0,AVIÃO,PARTICULAR,CAMPO DE MARTE,SOROCABA,DECOLAGEM,PRIVADA,LEVE,0
2118,53346,PRSAU,INSTRUÇÃO,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,DV20,PISTÃO,MONOMOTOR,800,800,1.0,2014.0,AVIÃO,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
2119,53347,PRRDM,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,510,C510,JATO,BIMOTOR,3921,3921,6.0,,AVIÃO,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,DECOLAGEM,PRIVADA,NENHUM,0
2120,53348,PTRHO,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1157,4.0,1980.0,AVIÃO,INSTRUÇÃO,BACACHERI,BACACHERI,POUSO,INSTRUÇÃO,NENHUM,0
2121,53349,PTVTC,PARTICULAR,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1999.0,AVIÃO,PARTICULAR,SALGADO FILHO,ERECHIM,DECOLAGEM,PRIVADA,NENHUM,0
2122,53351,PTSOK,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-120QC,E120,TURBOÉLICE,BIMOTOR,11990,11990,34.0,2004.0,AVIÃO,TÁXI AÉREO,ALTAMIRA,JOÃO CORREA DA ROCHA,CRUZEIRO,TÁXI AÉREO,NENHUM,0
